"dataset_name","groupKeys","id","model_name","name","noise_std","test_best_historical_mse","test_best_historical_mse_Target_Bitcoin","test_best_historical_mse_Target_Ethereum"
"etth2","group-mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking","gq1fh5ds","mixture_experts_deeptime","mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking_seed1355998","1","0.20357361144588504","undefined","undefined"
"traffic","group-mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0_vsparsity_benchmarking","iyi71olb","mixture_experts_deeptime","mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0_vsparsity_benchmarking_seed1355999","0","0.12614678728640416","undefined","undefined"
"traffic","group-omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std0.5_vsparsity_benchmarking","l5a8ah61","omp_deeptime","omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std0.5_vsparsity_benchmarking_seed1355537_tol1e-3","0.5","0.13346416179094622","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0.5_vsparsity_benchmarking","rzi84lc5","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0.5_vsparsity_benchmarking_seed1356002","0.5","0.2622350661293206","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0_vsparsity_benchmarking","p2n5vrmx","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0_vsparsity_benchmarking_seed1356002","0","0.2495819960077781","undefined","undefined"
"etth2","group-mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std0.5_vsparsity_benchmarking","ywpqhusn","mixture_experts_deeptime","mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std0.5_vsparsity_benchmarking_seed1355998","0.5","0.1722821525190603","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std1.0_vsparsity_benchmarking","e5csol85","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std1.0_vsparsity_benchmarking_seed1356001","1","0.28845665288576705","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0.5_vsparsity_benchmarking","k8qmanli","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0.5_vsparsity_benchmarking_seed1356001","0.5","0.2988684649409328","undefined","undefined"
"etth2","group-mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std0_vsparsity_benchmarking","cgfqnyll","mixture_experts_deeptime","mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std0_vsparsity_benchmarking_seed1355998","0","0.1722648288536909","undefined","undefined"
"traffic","group-mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking","8uyjhial","mixture_experts_deeptime","mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking_seed1355998","1","0.19881903940022944","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0_vsparsity_benchmarking","kaatjzts","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0_vsparsity_benchmarking_seed1356001","0","0.29071488413089513","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std1.0_vsparsity_benchmarking","fbxefzgd","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std1.0_vsparsity_benchmarking_seed1356000","1","0.2921234623872799","undefined","undefined"
"etth2","group-mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking","z2o2qptq","mixture_experts_deeptime","mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking_seed1355997","1","0.1970532394941689","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0.5_vsparsity_benchmarking","po48q3pn","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0.5_vsparsity_benchmarking_seed1356000","0.5","0.27106018849956837","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0_vsparsity_benchmarking","hykztluj","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0_vsparsity_benchmarking_seed1356000","0","0.2452493204675498","undefined","undefined"
"etth2","group-mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std0.5_vsparsity_benchmarking","rs7fkvut","mixture_experts_deeptime","mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std0.5_vsparsity_benchmarking_seed1355997","0.5","0.1900694779925173","undefined","undefined"
"traffic","group-mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0.5_vsparsity_benchmarking","w5iiaf80","mixture_experts_deeptime","mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0.5_vsparsity_benchmarking_seed1355998","0.5","0.1521938127322174","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std1.0_vsparsity_benchmarking","wkdr4483","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std1.0_vsparsity_benchmarking_seed1355999","1","0.2951859131280356","undefined","undefined"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","3h3pves8","deeptime","deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355569","0.5","0.2591112495663255","0.2591112495663255","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0.5_vsparsity_benchmarking","xk6lz6gu","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0.5_vsparsity_benchmarking_seed1355999","0.5","0.26248161268559683","undefined","undefined"
"etth2","group-mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std0_vsparsity_benchmarking","cb06e9bb","mixture_experts_deeptime","mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std0_vsparsity_benchmarking_seed1355997","0","0.1773190037181531","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0_vsparsity_benchmarking","q2c7bu7k","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0_vsparsity_benchmarking_seed1355999","0","0.23090302677188657","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std1.0_vsparsity_benchmarking","mpbaeddx","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std1.0_vsparsity_benchmarking_seed1355998","1","0.1841540113235443","undefined","undefined"
"etth2","group-mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking","s4frnnup","mixture_experts_deeptime","mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std1.0_vsparsity_benchmarking_seed1355996","1","0.1838835219041103","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0.5_vsparsity_benchmarking","fu6zj3wb","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0.5_vsparsity_benchmarking_seed1355998","0.5","0.2950990582590905","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0_vsparsity_benchmarking","ls8hzqrm","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0_vsparsity_benchmarking_seed1355998","0","0.24469899562166497","undefined","undefined"
"etth2","group-mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std0.5_vsparsity_benchmarking","wcrbf910","mixture_experts_deeptime","mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std0.5_vsparsity_benchmarking_seed1355996","0.5","0.17102256010387992","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std1.0_vsparsity_benchmarking","5wvfkopx","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std1.0_vsparsity_benchmarking_seed1355997","1","0.2977972391720653","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0.5_vsparsity_benchmarking","rxflxgmt","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0.5_vsparsity_benchmarking_seed1355997","0.5","0.29268818831545546","undefined","undefined"
"crypto","group-mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0_vsparsity_benchmarking_Bitcoin_prct0.1","a91bdegc","mixture_experts_deeptime","mixture_experts_deeptime_crypto_in105_out15_K45_noise_laplace_std0_vsparsity_benchmarking_Bitcoin_prct0.1_seed1355999","0","0.2307014152413519","0.2307014152413519","undefined"
"etth2","group-mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std0_vsparsity_benchmarking","98ylw2jq","mixture_experts_deeptime","mixture_experts_deeptime_etth2_in288_out96_K105_noise_laplace_std0_vsparsity_benchmarking_seed1355996","0","0.18466946061643952","undefined","undefined"
"exchange_rate","group-mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0_vsparsity_benchmarking","q5e8pqgb","mixture_experts_deeptime","mixture_experts_deeptime_exchange_rate_in288_out96_K45_noise_laplace_std0_vsparsity_benchmarking_seed1355997","0","0.09218233316999408","undefined","undefined"
"traffic","group-mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0_vsparsity_benchmarking","rpk8grzh","mixture_experts_deeptime","mixture_experts_deeptime_traffic_in672_out96_K105_noise_laplace_std0_vsparsity_benchmarking_seed1355998","0","0.12359656196509944","undefined","undefined"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std1.0_vsparsity_benchmarking","xyo368vc","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std1.0_vsparsity_benchmarking_seed1355571_tol1e-3","1","0.3752692529127742","0.3752692529127742","undefined"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0.5_vsparsity_benchmarking","ou5f91lc","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0.5_vsparsity_benchmarking_seed1355571_tol1e-3","0.5","0.27258681556112613","0.27258681556112613","undefined"
"traffic","group-omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std0_vsparsity_benchmarking","sbad0u3y","omp_deeptime","omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std0_vsparsity_benchmarking_seed1355537_tol1e-3","0","0.11846034997409556","undefined","undefined"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","kykbwc9w","deeptime","deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1355569","0","0.19498886999315848","0.19498886999315848","undefined"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","mszlfsq7","deeptime","deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355573","1","0.3927983175615186","undefined","0.3927983175615186"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","861uxru3","nbeats","nbeats_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355570","1","0.28034198735339244","0.28034198735339244","undefined"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std1.0_vsparsity_benchmarking","l22sc7xk","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std1.0_vsparsity_benchmarking_seed1355575_tol1e-3","1","0.4663682807866309","undefined","0.4663682807866309"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","6yv9jnhl","deeptime","deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355573","0.5","0.3511316314074273","undefined","0.3511316314074273"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","rs8ea6y6","deeptime","deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355568","1","0.2898462454946168","0.2898462454946168","undefined"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0.5_vsparsity_benchmarking","u5gufsec","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0.5_vsparsity_benchmarking_seed1355575_tol1e-3","0.5","0.3708988273798339","undefined","0.3708988273798339"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","yw4w7tpz","nbeats","nbeats_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355570","0.5","0.24805857863299385","0.24805857863299385","undefined"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","nii9ldl4","nbeats","nbeats_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355574","1","0.3941173309362548","undefined","0.3941173309362548"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","w3xbil31","deeptime","deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355568","0.5","0.25734194912005487","0.25734194912005487","undefined"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0_vsparsity_benchmarking","pddlb2bp","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0_vsparsity_benchmarking_seed1355571_tol1e-3","0","0.2343587355854945","0.2343587355854945","undefined"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0_vsparsity_benchmarking","1aup6ftg","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0_vsparsity_benchmarking_seed1355575_tol1e-3","0","0.3239775601297871","undefined","0.3239775601297871"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","ievz5e3h","nbeats","nbeats_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355574","0.5","0.35669086600850103","undefined","0.35669086600850103"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","hq645wdx","nbeats","nbeats_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1355570","0","0.20511357220687165","0.20511357220687165","undefined"
"traffic","group-omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std1.0_vsparsity_benchmarking","cfo1wkch","omp_deeptime","omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std1.0_vsparsity_benchmarking_seed1355536_tol1e-3","1","0.17826971710311362","undefined","undefined"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","kw8bttzc","deeptime","deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1355573","0","0.2761461842881026","undefined","0.2761461842881026"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std1.0_vsparsity_benchmarking","v9m7zyn1","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std1.0_vsparsity_benchmarking_seed1355570_tol1e-3","1","0.3643753153900639","0.3643753153900639","undefined"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","knbw3qbc","nbeats","nbeats_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1355574","0","0.302419243904448","undefined","0.302419243904448"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std1.0_vsparsity_benchmarking","yy7g9eir","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std1.0_vsparsity_benchmarking_seed1355574_tol1e-3","1","0.5289027936628735","undefined","0.5289027936628735"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","yaybkqn9","nbeats","nbeats_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355569","1","0.27116284543005187","0.27116284543005187","undefined"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","966tmsuj","deeptime","deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355572","1","0.39230470129276","undefined","0.39230470129276"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0.5_vsparsity_benchmarking","81dx48xl","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0.5_vsparsity_benchmarking_seed1355570_tol1e-3","0.5","0.2841258165015895","0.2841258165015895","undefined"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","hwdpohzk","nbeats","nbeats_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355573","1","0.3933803608396722","undefined","0.3933803608396722"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0.5_vsparsity_benchmarking","vl5krsgx","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0.5_vsparsity_benchmarking_seed1355574_tol1e-3","0.5","0.3869166310346632","undefined","0.3869166310346632"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","vl36r8ko","deeptime","deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355572","0.5","0.347967806641169","undefined","0.347967806641169"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","7q2eep3t","nbeats","nbeats_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355569","0.5","0.24318015666108167","0.24318015666108167","undefined"
"traffic","group-deeptime_traffic_in672_out96_noise_laplace_std1.0_vsparsity_benchmarking","4isnmu2z","deeptime","deeptime_traffic_in672_out96_noise_laplace_std1.0_vsparsity_benchmarking_seed1355522","1","0.16399265842415214","undefined","undefined"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","a7tciwi0","nbeats","nbeats_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355573","0.5","0.353217729249032","undefined","0.353217729249032"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","yd002y65","deeptime","deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1355568","0","0.1944019051035422","0.1944019051035422","undefined"
"traffic","group-deeptime_traffic_in672_out96_noise_laplace_std0.5_vsparsity_benchmarking","q4d2jp1r","deeptime","deeptime_traffic_in672_out96_noise_laplace_std0.5_vsparsity_benchmarking_seed1355522","0.5","0.1341214409970508","undefined","undefined"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0_vsparsity_benchmarking","7ue1aqxr","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0_vsparsity_benchmarking_seed1355574_tol1e-3","0","0.32093054457998504","undefined","0.32093054457998504"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0_vsparsity_benchmarking","8rn2xcpy","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0_vsparsity_benchmarking_seed1355570_tol1e-3","0","0.2357208620264331","0.2357208620264331","undefined"
"etth2","group-omp_deeptime_etth2_in288_out96_nonzero105_noise_laplace_std1.0_vsparsity_benchmarking","3compk55","omp_deeptime","omp_deeptime_etth2_in288_out96_nonzero105_noise_laplace_std1.0_vsparsity_benchmarking_seed1355526_tol1e-3","1","0.22727267551056857","undefined","undefined"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","3usg3vve","nbeats","nbeats_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1355569","0","0.20408522627852024","0.20408522627852024","undefined"
"undefined","group-naive_martingle_crypto_in15_out15_noise_laplace_std1.0_vsparsity_benchmarking","vfmhohue","undefined","naive_martingle_crypto_in15_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355576","undefined","1.5051426389672835","undefined","1.5051426389672835"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","c6pr2fp8","deeptime","deeptime_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1355572","0","0.2788798821877452","undefined","0.2788798821877452"
"undefined","group-naive_martingle_crypto_in15_out15_noise_laplace_std0.5_vsparsity_benchmarking","4iiz5bkn","undefined","naive_martingle_crypto_in15_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355576","undefined","0.7563828638449175","undefined","0.7563828638449175"
"undefined","group-naive_martingle_crypto_in15_out15_noise_laplace_std1.0_vsparsity_benchmarking","qypf1myc","undefined","naive_martingle_crypto_in15_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355572","undefined","1.375813768007986","1.375813768007986","undefined"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","akpc47uv","deeptime","deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355567","1","0.29268103722719363","0.29268103722719363","undefined"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking","shlgdc3b","nbeats","nbeats_crypto_in105_out15_noise_laplace_std0_vsparsity_benchmarking_seed1355573","0","0.2942398621008607","undefined","0.2942398621008607"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std1.0_vsparsity_benchmarking","5f68xg7z","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std1.0_vsparsity_benchmarking_seed1355573_tol1e-3","1","0.487640605377661","undefined","0.487640605377661"
"undefined","group-naive_martingle_crypto_in15_out15_noise_laplace_std0_vsparsity_benchmarking","kxks0k2z","undefined","naive_martingle_crypto_in15_out15_noise_laplace_std0_vsparsity_benchmarking_seed1355576","undefined","0.5080905785462","undefined","0.5080905785462"
"traffic","group-deeptime_traffic_in672_out96_noise_laplace_std0_vsparsity_benchmarking","yt0a3u68","deeptime","deeptime_traffic_in672_out96_noise_laplace_std0_vsparsity_benchmarking_seed1355522","0","0.11585861924402388","undefined","undefined"
"undefined","group-naive_martingle_crypto_in15_out15_noise_laplace_std0.5_vsparsity_benchmarking","pffdywxx","undefined","naive_martingle_crypto_in15_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355572","undefined","0.6192090031122648","0.6192090031122648","undefined"
"traffic","group-omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std0.5_vsparsity_benchmarking","n1opz0pa","omp_deeptime","omp_deeptime_traffic_in672_out96_nonzero105_noise_laplace_std0.5_vsparsity_benchmarking_seed1355536_tol1e-3","0.5","0.13605948628743492","undefined","undefined"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std1.0_vsparsity_benchmarking","6n0zmp7q","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std1.0_vsparsity_benchmarking_seed1355569_tol1e-3","1","0.3479828587208505","0.3479828587208505","undefined"
"etth2","group-omp_deeptime_etth2_in288_out96_nonzero105_noise_laplace_std0.5_vsparsity_benchmarking","yaz3e97n","omp_deeptime","omp_deeptime_etth2_in288_out96_nonzero105_noise_laplace_std0.5_vsparsity_benchmarking_seed1355526_tol1e-3","0.5","0.1475666883733159","undefined","undefined"
"undefined","group-naive_martingle_crypto_in15_out15_noise_laplace_std1.0_vsparsity_benchmarking","j4jkwg69","undefined","naive_martingle_crypto_in15_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355575","undefined","1.4940280646479425","undefined","1.4940280646479425"
"undefined","group-naive_martingle_crypto_in15_out15_noise_laplace_std0_vsparsity_benchmarking","lew28jd5","undefined","naive_martingle_crypto_in15_out15_noise_laplace_std0_vsparsity_benchmarking_seed1355572","undefined","0.36578988686869535","0.36578988686869535","undefined"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","fw0fzato","nbeats","nbeats_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355568","1","0.27461316103095196","0.27461316103095196","undefined"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","bdt9kqjh","deeptime","deeptime_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355571","1","0.39983977602731946","undefined","0.39983977602731946"
"traffic","group-deeptime_traffic_in672_out96_noise_laplace_std1.0_vsparsity_benchmarking","tsql45i8","deeptime","deeptime_traffic_in672_out96_noise_laplace_std1.0_vsparsity_benchmarking_seed1355521","1","0.18043728076934307","undefined","undefined"
"undefined","group-naive_martingle_crypto_in15_out15_noise_laplace_std0.5_vsparsity_benchmarking","lp04y5n4","undefined","naive_martingle_crypto_in15_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355575","undefined","0.7540420775688728","undefined","0.7540420775688728"
"crypto","group-nbeats_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking","xeumifkz","nbeats","nbeats_crypto_in105_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355572","1","0.39181423253351993","undefined","0.39181423253351993"
"undefined","group-naive_martingle_crypto_in15_out15_noise_laplace_std1.0_vsparsity_benchmarking","si4butah","undefined","naive_martingle_crypto_in15_out15_noise_laplace_std1.0_vsparsity_benchmarking_seed1355571","undefined","1.3844317785931926","1.3844317785931926","undefined"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","6u4ahmw5","deeptime","deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355567","0.5","0.25930354219741986","0.25930354219741986","undefined"
"crypto","group-omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0.5_vsparsity_benchmarking","9jr1mx08","omp_deeptime","omp_deeptime_crypto_in105_out15_nonzero45_noise_laplace_std0.5_vsparsity_benchmarking_seed1355573_tol1e-3","0.5","0.369546364601105","undefined","0.369546364601105"
"undefined","group-naive_martingle_crypto_in15_out15_noise_laplace_std0_vsparsity_benchmarking","i1uwgp3a","undefined","naive_martingle_crypto_in15_out15_noise_laplace_std0_vsparsity_benchmarking_seed1355575","undefined","0.5080905785462","undefined","0.5080905785462"
"crypto","group-deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking","njzjemf4","deeptime","deeptime_crypto_in105_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355571","0.5","0.3522456784127658","undefined","0.3522456784127658"
"etth2","group-omp_deeptime_etth2_in288_out96_nonzero105_noise_laplace_std0_vsparsity_benchmarking","ag5olmxk","omp_deeptime","omp_deeptime_etth2_in288_out96_nonzero105_noise_laplace_std0_vsparsity_benchmarking_seed1355526_tol1e-3","0","0.13788201909850123","undefined","undefined"
"undefined","group-naive_martingle_crypto_in15_out15_noise_laplace_std0.5_vsparsity_benchmarking","r5kknxay","undefined","naive_martingle_crypto_in15_out15_noise_laplace_std0.5_vsparsity_benchmarking_seed1355571","undefined","0.6223198058181818","0.6223198058181818","undefined"
